Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,MA_20,MA_50,Volatility,Cumulative Return
2000-01-03,1469.25,1478.0,1438.359985,1455.219971,1455.219971,931800000,,,,,
2000-01-04,1455.219971,1455.219971,1397.430054,1399.420044,1399.420044,1009000000,-0.03834466823710192,,,,0.9616553317628981
2000-01-05,1399.420044,1413.27002,1377.680054,1402.109985,1402.109985,1085500000,0.0019221827009932024,,,,0.9635038090059306
2000-01-06,1402.109985,1411.900024,1392.099976,1403.449951,1403.449951,1092300000,0.0009556782380377715,,,,0.964424608628464
2000-01-07,1403.449951,1441.469971,1400.72998,1441.469971,1441.469971,1225200000,0.027090399606277016,,,,0.9905512566663365
2000-01-10,1441.469971,1464.359985,1441.469971,1457.599976,1457.599976,1064800000,0.011189969492607643,,,,1.001635495009297
2000-01-11,1457.599976,1458.660034,1434.420044,1438.560059,1438.560059,1014000000,-0.01306251187808749,,,,0.988551619458224
2000-01-12,1438.560059,1442.599976,1427.079956,1432.25,1432.25,974600000,-0.004386371608555817,,,,0.9842154647010406
2000-01-13,1432.25,1454.199951,1432.25,1449.680054,1449.680054,1030400000,0.012169700820387375,,,,0.9961930724492508
2000-01-14,1449.680054,1473.0,1449.680054,1465.150024,1465.150024,1085900000,0.01067129947557377,,,,1.0068237470608488
2000-01-18,1465.150024,1465.150024,1451.300049,1455.140015,1455.140015,1056700000,-0.006832071007084828,,,,0.9999450557293098
2000-01-19,1455.140015,1461.390015,1448.680054,1455.900024,1455.900024,1087800000,0.0005222926949748352,,,,1.0004673197272935
2000-01-20,1455.900024,1465.709961,1438.540039,1445.569946,1445.569946,1100700000,-0.007095320990255005,,,,0.9933686829535683
2000-01-21,1445.569946,1453.180054,1439.599976,1441.359985,1441.359985,1209800000,-0.0029123191248194846,,,,0.9904756763402058
2000-01-24,1441.359985,1454.089966,1395.420044,1401.530029,1401.530029,1115800000,-0.027633593560598246,,,,0.963105274068562
2000-01-25,1401.530029,1414.26001,1388.48999,1410.030029,1410.030029,1073700000,0.006064800485270139,,,,0.9689463154020992
2000-01-26,1410.030029,1412.72998,1400.160034,1404.089966,1404.089966,1117300000,-0.004212720919293256,,,,0.9648644149895327
2000-01-27,1404.089966,1418.859985,1370.98999,1398.560059,1398.560059,1129500000,-0.003938427831482794,,,,0.9610643661239305
2000-01-28,1398.560059,1398.560059,1356.199951,1360.160034,1360.160034,1095800000,-0.027456829438884944,,,,0.9346765857434757
2000-01-31,1360.160034,1394.47998,1350.140015,1394.459961,1394.459961,993800000,0.02521756715577772,1425.58550415,,28.967155616566632,0.9582468553133948
2000-02-01,1394.459961,1412.48999,1384.790039,1409.280029,1409.280029,981000000,0.010627818951052692,1423.2885070500001,,28.307492932743116,0.9684309294020812
2000-02-02,1409.280029,1420.609985,1403.48999,1409.119995,1409.119995,1038600000,-0.0001135572751382874,1423.7735046,,27.957964423567997,0.9683209570245787
2000-02-03,1409.119995,1425.780029,1398.52002,1424.969971,1424.969971,1146500000,0.01124813788480794,1424.9165039,,27.489043005562014,0.9792127646659403
2000-02-04,1424.969971,1435.910034,1420.630005,1424.369995,1424.369995,1045100000,-0.0004210446621404351,1425.9625061000002,,27.02328974908039,0.9788004723582779
2000-02-07,1424.369995,1427.150024,1413.329956,1424.23999,1424.23999,918100000,-9.1271931068726e-05,1425.1010070500001,,26.776411034832133,0.9787111353490349
2000-02-08,1424.23999,1441.829956,1424.23999,1441.719971,1441.719971,1047700000,0.012273199125661272,1424.3070068000002,,25.985771230301417,0.9907230519996756
2000-02-09,1441.719971,1444.550049,1411.650024,1411.709961,1411.709961,1050500000,-0.020815422275925477,1422.9645019,,25.904110118888514,0.9701007333138086
2000-02-10,1411.699951,1422.099976,1406.430054,1416.829956,1416.829956,1058800000,0.0036268037638362838,1422.1934996999998,,25.842599256760195,0.9736190983046915
2000-02-11,1416.829956,1416.829956,1378.890015,1387.119995,1387.119995,1025700000,-0.020969320188484186,1419.06549675,,26.125114762895222,0.9532029676907172
2000-02-14,1387.119995,1394.930054,1380.530029,1389.939941,1389.939941,927300000,0.002032950292811586,1415.3049925999999,,24.505206023427075,0.9551407819429929
2000-02-15,1389.939941,1407.719971,1376.25,1402.050049,1402.050049,1092100000,0.008712684370583146,1412.6504943000002,,22.777568164751578,0.9634626221055341
2000-02-16,1402.050049,1404.550049,1385.579956,1387.670044,1387.670044,1018800000,-0.01025641346416728,1409.2389953,,20.999084175365727,0.953580951095949
2000-02-17,1387.670044,1399.880005,1380.069946,1388.26001,1388.26001,1034800000,0.0004251486169575269,1406.3734984999999,,19.647187551661954,0.9539863647184644
2000-02-18,1388.26001,1388.589966,1345.319946,1346.089966,1346.089966,1042300000,-0.03037618579822088,1401.6099975500001,,22.11270035423123,0.9250078976548071
2000-02-22,1346.089966,1358.109985,1331.880005,1352.170044,1352.170044,980000000,0.004516843712955687,1399.1419983,,24.722609541471968,0.9291860137617636
2000-02-23,1352.170044,1370.109985,1342.439941,1360.689941,1360.689941,993700000,0.0063009064856935915,1396.6749939,,26.007317100089466,0.9350407279422909
2000-02-24,1360.689941,1364.800049,1329.880005,1353.430054,1353.430054,1215000000,-0.005335445483388157,1394.1419983,,27.66153703693233,0.9300518691136072
2000-02-25,1353.430054,1362.140015,1329.150024,1333.359985,1333.359985,1065200000,-0.014829040437430607,1390.8819945999999,,30.77972110235659,0.9162600923376135
2000-02-28,1333.359985,1360.819946,1325.069946,1348.050049,1348.050049,1026500000,0.011017327777389285,1390.27649535,,31.525960485035736,0.926354830104238
2000-02-29,1348.050049,1369.630005,1348.050049,1366.420044,1366.420044,1204300000,0.01362708677888258,1388.8744995000002,,31.950747083332494,0.9389783477621055
2000-03-01,1366.420044,1383.459961,1366.420044,1379.189941,1379.189941,1274100000,0.009345513523512095,1387.3699951,,31.646309266684924,0.9477535826094013
2000-03-02,1379.189941,1386.560059,1370.349976,1381.76001,1381.76001,1198600000,0.001863462691829465,1386.00199585,,31.245437487620254,0.9495196860516417
2000-03-03,1381.76001,1410.880005,1381.76001,1409.170044,1409.170044,1150300000,0.019837043916186348,1385.2119995,,30.396540138287865,0.9683553497631316
2000-03-06,1409.170044,1409.73999,1384.75,1391.280029,1391.280029,1029000000,-0.012695426698979717,1383.5575012,,29.022467225394777,0.9560616654016489
2000-03-07,1391.280029,1399.209961,1349.98999,1355.619995,1355.619995,1314100000,-0.025631097447457174,1380.12650145,,27.997906543127264,0.9315567556899611
2000-03-08,1355.619995,1373.790039,1346.619995,1366.699951,1366.699951,1203000000,0.008173349493860282,1376.37550045,,24.06011029516619,0.9391706946275817
2000-03-09,1366.699951,1401.819946,1357.880005,1401.689941,1401.689941,1123000000,0.02560180819088953,1375.8744994499998,,23.38034036812219,0.9632151626099416
2000-03-10,1401.689941,1413.459961,1392.069946,1395.069946,1395.069946,1138800000,-0.004722866881157195,1374.7864989500001,,21.829008758422713,0.9586660256190226
2000-03-13,1395.069946,1398.390015,1364.839966,1383.619995,1383.619995,1016100000,-0.008207438654118993,1374.61149895,,21.738771901327066,0.9507978330239664
2000-03-14,1383.619995,1395.150024,1359.150024,1359.150024,1359.150024,1094000000,-0.01768547078564009,1373.0720031,1402.2489989800001,21.686285982143005,0.9339825257249711
2000-03-15,1359.150024,1397.98999,1356.98999,1392.140015,1392.140015,1302800000,0.024272516217827,1372.5765013999999,1400.98739986,21.094469828080953,0.9566526317277975
2000-03-16,1392.150024,1458.469971,1392.150024,1458.469971,1458.469971,1482300000,0.04764603795976652,1376.11649775,1402.1683984000001,28.427005412548656,1.0022333393334106
2000-03-17,1458.469971,1477.329956,1453.319946,1464.469971,1464.469971,1295100000,0.004113900264868686,1379.9269958,1403.41559812,34.58191764763454,1.0063564273335546
2000-03-20,1464.469971,1470.300049,1448.48999,1456.630005,1456.630005,920800000,-0.005353449476773187,1385.4539977499999,1404.4791991999998,37.59179890902212,1.0009689490441984
2000-03-21,1456.630005,1493.920044,1446.060059,1493.869995,1493.869995,1065900000,0.025565853972642882,1392.5389953,1405.52719968,43.82500285881058,1.026559575026612
2000-03-22,1493.869995,1505.079956,1487.329956,1500.640015,1500.640015,1075000000,0.004531866911216653,1399.536499,1406.3880004599998,49.302585432187804,1.0312118063970679
2000-03-23,1500.640015,1532.5,1492.390015,1527.349976,1527.349976,1078300000,0.017799046228951898,1408.2324950999998,1408.1637988000002,55.669242828339705,1.0495663930109702
2000-03-24,1527.349976,1552.869995,1516.829956,1527.459961,1527.459961,1052200000,7.201034584625177e-05,1417.9374939,1410.0679980200002,58.762583497464476,1.0496419726499195
2000-03-27,1527.459961,1534.630005,1518.459961,1523.859985,1523.859985,901000000,-0.00235683820978394,1426.7279907,1411.5515966399998,60.86985497678236,1.0471681363421852
2000-03-28,1523.859985,1527.359985,1507.089966,1507.72998,1507.72998,959100000,-0.010584965258471524,1433.7934875,1412.40319576,61.6968371567426,1.0360838979992248
2000-03-29,1507.72998,1521.449951,1497.449951,1508.52002,1508.52002,1061900000,0.0005239930295741768,1440.2599914500001,1413.4707958599997,62.44563466692871,1.0366267987398305
2000-03-30,1508.52002,1517.380005,1474.630005,1487.920044,1487.920044,1193400000,-0.0136557524771862,1445.5679931500001,1414.11119626,61.718982675992265,1.0224708797650215
2000-03-31,1487.920044,1519.810059,1484.380005,1498.579956,1498.579956,1227400000,0.007164304320642634,1450.03848875,1415.1713964599999,62.180202685133125,1.0297961723066533
2000-04-03,1498.579956,1507.189941,1486.959961,1505.969971,1505.969971,1021700000,0.004931345151396149,1455.7729858500002,1416.46359618,61.76324042494934,1.0348744526678841
2000-04-04,1505.97998,1526.449951,1416.410034,1494.72998,1494.72998,1515460000,-0.007463622261031033,1462.7284851,1418.3275952,57.582300784309695,1.0271505406655799
2000-04-05,1494.72998,1506.550049,1478.050049,1487.369995,1487.369995,1110300000,-0.0049239562318807995,1468.7619872999999,1419.87439452,53.14150304982083,1.02209289635979
